id,atlas_id,name,acronym,st_level,ontology_id,hemisphere_id,weight,parent_structure_id,depth,graph_id,graph_order,structure_id_path,color_hex_triplet,neuro_name_structure_id,neuro_name_structure_id_path,failed,sphinx_id,structure_name_facet,failed_facet,safe_name
741,375,"Ventral posteromedial nucleus of the thalamus parvicellular part",VPMpc,,1,3,8690,709,8,1,650,/997/8/343/1129/549/864/637/709/741/,FF8084,,,f,651,2993275992,734881840,Ventral posteromedial nucleus of the thalamus parvicellular part
563807435,,Posterior triangular thalamic nucleus,PoT,,1,3,8690,637,7,1,651,/997/8/343/1129/549/864/637/563807435/,FF8084,,,f,652,2408746103,734881840,Posterior triangular thalamic nucleus
406,333,Subparafascicular nucleus,SPF,,1,3,8690,864,6,1,652,/997/8/343/1129/549/864/406/,FF8084,,,f,653,411188720,734881840,Subparafascicular nucleus
414,334,"Subparafascicular nucleus magnocellular part",SPFm,,1,3,8690,406,7,1,653,/997/8/343/1129/549/864/406/414/,FF8084,,,f,654,1493863119,734881840,Subparafascicular nucleus magnocellular part
422,335,"Subparafascicular nucleus parvicellular part",SPFp,,1,3,8690,406,7,1,654,/997/8/343/1129/549/864/406/422/,FF8084,,,f,655,1800790730,734881840,Subparafascicular nucleus parvicellular part
609,783,Subparafascicular area,SPA,,1,3,8690,864,6,1,655,/997/8/343/1129/549/864/609/,FF8084,,,f,656,3168649413,734881840,Subparafascicular area
1044,271,Peripeduncular nucleus,PP,,1,3,8690,864,6,1,656,/997/8/343/1129/549/864/1044/,FF8084,,,f,657,4073956777,734881840,Peripeduncular nucleus
1008,125,"Geniculate group dorsal thalamus",GENd,,1,3,8690,864,6,1,657,/997/8/343/1129/549/864/1008/,FF8084,,,f,658,4155059555,734881840,Geniculate group dorsal thalamus
475,200,Medial geniculate complex,MG,,1,3,8690,1008,7,1,658,/997/8/343/1129/549/864/1008/475/,FF8084,,,f,659,3303425611,734881840,Medial geniculate complex
1072,416,"Medial geniculate complex dorsal part",MGd,,1,3,8690,475,8,1,659,/997/8/343/1129/549/864/1008/475/1072/,FF8084,,,f,660,69811582,734881840,Medial geniculate complex dorsal part
1079,417,"Medial geniculate complex ventral part",MGv,,1,3,8690,475,8,1,660,/997/8/343/1129/549/864/1008/475/1079/,FF8084,,,f,661,442093671,734881840,Medial geniculate complex ventral part
1088,418,"Medial geniculate complex medial part",MGm,,1,3,8690,475,8,1,661,/997/8/343/1129/549/864/1008/475/1088/,FF8084,,,f,662,1525122346,734881840,Medial geniculate complex medial part
170,162,Dorsal part of the lateral geniculate complex,LGd,,1,3,8690,1008,7,1,662,/997/8/343/1129/549/864/1008/170/,FF8084,,,f,663,2639836426,734881840,Dorsal part of the lateral geniculate complex
496345664,,"Dorsal part of the lateral geniculate complex shell",LGd-sh,,1,3,8690,170,8,1,663,/997/8/343/1129/549/864/1008/170/496345664/,FF8084,,,f,664,3071297945,734881840,Dorsal part of the lateral geniculate complex shell
496345668,,"Dorsal part of the lateral geniculate complex core",LGd-co,,1,3,8690,170,8,1,664,/997/8/343/1129/549/864/1008/170/496345668/,FF8084,,,f,665,2339811100,734881840,Dorsal part of the lateral geniculate complex core
496345672,,"Dorsal part of the lateral geniculate complex ipsilateral zone",LGd-ip,,1,3,8690,170,8,1,665,/997/8/343/1129/549/864/1008/170/496345672/,FF8084,,,f,666,1161910872,734881840,Dorsal part of the lateral geniculate complex ipsilateral zone
856,106,"Thalamus polymodal association cortex related",DORpm,,1,3,8690,549,5,1,666,/997/8/343/1129/549/856/,FF909F,,,f,667,171097726,734881840,Thalamus polymodal association cortex related
138,158,Lateral group of the dorsal thalamus,LAT,,1,3,8690,856,6,1,667,/997/8/343/1129/549/856/138/,FF909F,,,f,668,1237671945,734881840,Lateral group of the dorsal thalamus
218,168,Lateral posterior nucleus of the thalamus,LP,,1,3,8690,138,7,1,668,/997/8/343/1129/549/856/138/218/,FF909F,,,f,669,910558492,734881840,Lateral posterior nucleus of the thalamus
1020,268,Posterior complex of the thalamus,PO,,1,3,8690,138,7,1,669,/997/8/343/1129/549/856/138/1020/,FF909F,,,f,670,2102251263,734881840,Posterior complex of the thalamus
1029,269,Posterior limiting nucleus of the thalamus,POL,,1,3,8690,138,7,1,670,/997/8/343/1129/549/856/138/1029/,FF909F,,,f,671,3921343755,734881840,Posterior limiting nucleus of the thalamus
325,323,Suprageniculate nucleus,SGN,,1,3,8690,138,7,1,671,/997/8/343/1129/549/856/138/325/,FF909F,,,f,672,2630178778,734881840,Suprageniculate nucleus
560581551,,Ethmoid nucleus of the thalamus,Eth,,1,3,8690,138,7,1,672,/997/8/343/1129/549/856/138/560581551/,FF909F,,,f,673,2246666137,734881840,Ethmoid nucleus of the thalamus
560581555,,Retroethmoid nucleus,REth,,1,3,8690,138,7,1,673,/997/8/343/1129/549/856/138/560581555/,FF909F,,,f,674,214700216,734881840,Retroethmoid nucleus
239,29,Anterior group of the dorsal thalamus,ATN,,1,3,8690,856,6,1,674,/997/8/343/1129/549/856/239/,FF909F,,,f,675,3414692864,734881840,Anterior group of the dorsal thalamus
255,31,Anteroventral nucleus of thalamus,AV,,1,3,8690,239,7,1,675,/997/8/343/1129/549/856/239/255/,FF909F,,,f,676,2379451227,734881840,Anteroventral nucleus of thalamus
127,15,Anteromedial nucleus,AM,,1,3,8690,239,7,1,676,/997/8/343/1129/549/856/239/127/,FF909F,,,f,677,70138096,734881840,Anteromedial nucleus
1096,419,"Anteromedial nucleus dorsal part",AMd,,1,3,8690,127,8,1,677,/997/8/343/1129/549/856/239/127/1096/,FF909F,,,f,678,2125395068,734881840,Anteromedial nucleus dorsal part
1104,420,"Anteromedial nucleus ventral part",AMv,,1,3,8690,127,8,1,678,/997/8/343/1129/549/856/239/127/1104/,FF909F,,,f,679,4096603778,734881840,Anteromedial nucleus ventral part
64,7,Anterodorsal nucleus,AD,,1,3,8690,239,7,1,679,/997/8/343/1129/549/856/239/64/,FF909F,,,f,680,1062958533,734881840,Anterodorsal nucleus
1120,139,Interanteromedial nucleus of the thalamus,IAM,,1,3,8690,239,7,1,680,/997/8/343/1129/549/856/239/1120/,FF909F,,,f,681,3666899134,734881840,Interanteromedial nucleus of the thalamus
1113,138,Interanterodorsal nucleus of the thalamus,IAD,,1,3,8690,239,7,1,681,/997/8/343/1129/549/856/239/1113/,FF909F,,,f,682,3914886814,734881840,Interanterodorsal nucleus of the thalamus
155,160,Lateral dorsal nucleus of thalamus,LD,,1,3,8690,239,7,1,682,/997/8/343/1129/549/856/239/155/,FF909F,,,f,683,3458000123,734881840,Lateral dorsal nucleus of thalamus
444,196,Medial group of the dorsal thalamus,MED,,1,3,8690,856,6,1,683,/997/8/343/1129/549/856/444/,FF909F,,,f,684,2351110645,734881840,Medial group of the dorsal thalamus
59,148,Intermediodorsal nucleus of the thalamus,IMD,,1,3,8690,444,7,1,684,/997/8/343/1129/549/856/444/59/,FF909F,,,f,685,80523806,734881840,Intermediodorsal nucleus of the thalamus
362,186,Mediodorsal nucleus of thalamus,MD,,1,3,8690,444,7,1,685,/997/8/343/1129/549/856/444/362/,FF909F,,,f,686,2240499387,734881840,Mediodorsal nucleus of thalamus
617,784,"Mediodorsal nucleus of the thalamus central part",MDc,,1,3,8690,362,8,1,686,/997/8/343/1129/549/856/444/362/617/,FF909F,,,f,687,1540012109,734881840,Mediodorsal nucleus of the thalamus central part
626,785,"Mediodorsal nucleus of the thalamus lateral part",MDl,,1,3,8690,362,8,1,687,/997/8/343/1129/549/856/444/362/626/,FF909F,,,f,688,313529261,734881840,Mediodorsal nucleus of the thalamus lateral part
636,786,"Mediodorsal nucleus of the thalamus medial part",MDm,,1,3,8690,362,8,1,688,/997/8/343/1129/549/856/444/362/636/,FF909F,,,f,689,307537672,734881840,Mediodorsal nucleus of the thalamus medial part
366,328,Submedial nucleus of the thalamus,SMT,,1,3,8690,444,7,1,689,/997/8/343/1129/549/856/444/366/,FF909F,,,f,690,524654949,734881840,Submedial nucleus of the thalamus
1077,275,Perireunensis nucleus,PR,,1,3,8690,444,7,1,690,/997/8/343/1129/549/856/444/1077/,FF909F,,,f,691,985229058,734881840,Perireunensis nucleus
571,212,Midline group of the dorsal thalamus,MTN,,1,3,8690,856,6,1,691,/997/8/343/1129/549/856/571/,FF909F,,,f,692,94203556,734881840,Midline group of the dorsal thalamus
149,301,Paraventricular nucleus of the thalamus,PVT,,1,3,8690,571,7,1,692,/997/8/343/1129/549/856/571/149/,FF909F,,,f,693,3631961400,734881840,Paraventricular nucleus of the thalamus
15,284,Parataenial nucleus,PT,,1,3,8690,571,7,1,693,/997/8/343/1129/549/856/571/15/,FF909F,,,f,694,1224128658,734881840,Parataenial nucleus
181,305,Nucleus of reuniens,RE,,1,3,8690,571,7,1,694,/997/8/343/1129/549/856/571/181/,FF909F,,,f,695,2113641023,734881840,Nucleus of reuniens
560581559,,Xiphoid thalamic nucleus,Xi,,1,3,8690,571,7,1,695,/997/8/343/1129/549/856/571/560581559/,FF909F,,,f,696,1561183712,734881840,Xiphoid thalamic nucleus
51,147,Intralaminar nuclei of the dorsal thalamus,ILM,,1,3,8690,856,6,1,696,/997/8/343/1129/549/856/51/,FF909F,,,f,697,53488759,734881840,Intralaminar nuclei of the dorsal thalamus
189,306,Rhomboid nucleus,RH,,1,3,8690,51,7,1,697,/997/8/343/1129/549/856/51/189/,FF909F,,,f,698,2507270646,734881840,Rhomboid nucleus
599,74,Central medial nucleus of the thalamus,CM,,1,3,8690,51,7,1,698,/997/8/343/1129/549/856/51/599/,FF909F,,,f,699,769425900,734881840,Central medial nucleus of the thalamus
907,254,Paracentral nucleus,PCN,,1,3,8690,51,7,1,699,/997/8/343/1129/549/856/51/907/,FF909F,,,f,700,34102893,734881840,Paracentral nucleus
575,71,Central lateral nucleus of the thalamus,CL,,1,3,8690,51,7,1,700,/997/8/343/1129/549/856/51/575/,FF909F,,,f,701,1181786423,734881840,Central lateral nucleus of the thalamus
930,257,Parafascicular nucleus,PF,,1,3,8690,51,7,1,701,/997/8/343/1129/549/856/51/930/,FF909F,,,f,702,2732022867,734881840,Parafascicular nucleus
560581563,,Posterior intralaminar thalamic nucleus,PIL,,1,3,8690,51,7,1,702,/997/8/343/1129/549/856/51/560581563/,FF909F,,,f,703,809074043,734881840,Posterior intralaminar thalamic nucleus
262,315,Reticular nucleus of the thalamus,RT,,1,3,8690,856,6,1,703,/997/8/343/1129/549/856/262/,FF909F,,,f,704,2529312902,734881840,Reticular nucleus of the thalamus
1014,126,"Geniculate group ventral thalamus",GENv,,1,3,8690,856,6,1,704,/997/8/343/1129/549/856/1014/,FF909F,,,f,705,401556039,734881840,Geniculate group ventral thalamus
27,144,Intergeniculate leaflet of the lateral geniculate complex,IGL,,1,3,8690,1014,7,1,705,/997/8/343/1129/549/856/1014/27/,FF909F,,,f,706,1900856090,734881840,Intergeniculate leaflet of the lateral geniculate complex
563807439,,Intermediate geniculate nucleus,IntG,,1,3,8690,1014,7,1,706,/997/8/343/1129/549/856/1014/563807439/,FF909F,,,f,707,2887461472,734881840,Intermediate geniculate nucleus
178,163,Ventral part of the lateral geniculate complex,LGv,,1,3,8690,1014,7,1,707,/997/8/343/1129/549/856/1014/178/,FF909F,,,f,708,685555022,734881840,Ventral part of the lateral geniculate complex
300,461,"Ventral part of the lateral geniculate complex lateral zone",LGvl,,1,3,8690,178,8,1,708,/997/8/343/1129/549/856/1014/178/300/,FF909F,,,f,709,3780597444,734881840,Ventral part of the lateral geniculate complex lateral zone
316,463,"Ventral part of the lateral geniculate complex medial zone",LGvm,,1,3,8690,178,8,1,709,/997/8/343/1129/549/856/1014/178/316/,FF909F,,,f,710,579977949,734881840,Ventral part of the lateral geniculate complex medial zone
321,464,Subgeniculate nucleus,SubG,,1,3,8690,1014,7,1,710,/997/8/343/1129/549/856/1014/321/,FF909F,,,f,711,3545734096,734881840,Subgeniculate nucleus
958,119,Epithalamus,EPI,,1,3,8690,856,6,1,711,/997/8/343/1129/549/856/958/,FF909F,,,f,712,2649294941,734881840,Epithalamus
483,201,Medial habenula,MH,,1,3,8690,958,7,1,712,/997/8/343/1129/549/856/958/483/,FF909F,,,f,713,176609275,734881840,Medial habenula
186,164,Lateral habenula,LH,,1,3,8690,958,7,1,713,/997/8/343/1129/549/856/958/186/,FF909F,,,f,714,774070380,734881840,Lateral habenula
953,260,Pineal body,PIN,,1,3,8690,958,7,1,714,/997/8/343/1129/549/856/958/953/,FF909F,,,f,715,1539032129,734881840,Pineal body
1097,136,Hypothalamus,HY,,1,3,8690,1129,4,1,715,/997/8/343/1129/1097/,E64438,,,f,716,3938328193,734881840,Hypothalamus
157,302,Periventricular zone,PVZ,,1,3,8690,1097,5,1,716,/997/8/343/1129/1097/157/,FF5D50,,,f,717,1581950529,734881840,Periventricular zone
390,331,Supraoptic nucleus,SO,,1,3,8690,157,6,1,717,/997/8/343/1129/1097/157/390/,FF5D50,,,f,718,3787702178,734881840,Supraoptic nucleus
332,465,Accessory supraoptic group,ASO,,1,3,8690,157,6,1,718,/997/8/343/1129/1097/157/332/,FF5D50,,,f,719,1856950247,734881840,Accessory supraoptic group
432,902,Nucleus circularis,NC,,1,3,8690,332,7,1,719,/997/8/343/1129/1097/157/332/432/,FF5D50,,,f,720,163854910,734881840,Nucleus circularis
38,287,Paraventricular hypothalamic nucleus,PVH,,1,3,8690,157,6,1,720,/997/8/343/1129/1097/157/38/,FF5D50,,,f,721,3443963014,734881840,Paraventricular hypothalamic nucleus
71,291,"Paraventricular hypothalamic nucleus magnocellular division",PVHm,,1,3,8690,38,7,1,721,/997/8/343/1129/1097/157/38/71/,FF5D50,,,f,722,4268996545,734881840,Paraventricular hypothalamic nucleus magnocellular division
47,288,"Paraventricular hypothalamic nucleus magnocellular division anterior magnocellular part",PVHam,,1,3,8690,71,8,1,722,/997/8/343/1129/1097/157/38/71/47/,FF5D50,,,f,723,4203299482,734881840,Paraventricular hypothalamic nucleus magnocellular division anterior magnocellular part
79,292,"Paraventricular hypothalamic nucleus magnocellular division medial magnocellular part",PVHmm,,1,3,8690,71,8,1,723,/997/8/343/1129/1097/157/38/71/79/,FF5D50,,,f,724,2109016078,734881840,Paraventricular hypothalamic nucleus magnocellular division medial magnocellular part
103,295,"Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part",PVHpm,,1,3,8690,71,8,1,724,/997/8/343/1129/1097/157/38/71/103/,FF5D50,,,f,725,250376013,734881840,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part
652,788,"Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone",PVHpml,,1,3,8690,103,9,1,725,/997/8/343/1129/1097/157/38/71/103/652/,FF5D50,,,f,726,2251532786,734881840,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone
660,789,"Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone",PVHpmm,,1,3,8690,103,9,1,726,/997/8/343/1129/1097/157/38/71/103/660/,FF5D50,,,f,727,2602842182,734881840,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone
94,294,"Paraventricular hypothalamic nucleus parvicellular division",PVHp,,1,3,8690,38,7,1,727,/997/8/343/1129/1097/157/38/94/,FF5D50,,,f,728,2057162096,734881840,Paraventricular hypothalamic nucleus parvicellular division
55,289,"Paraventricular hypothalamic nucleus parvicellular division anterior parvicellular part",PVHap,,1,3,8690,94,8,1,728,/997/8/343/1129/1097/157/38/94/55/,FF5D50,,,f,729,1148389696,734881840,Paraventricular hypothalamic nucleus parvicellular division anterior parvicellular part
87,293,"Paraventricular hypothalamic nucleus parvicellular division medial parvicellular part dorsal zone",PVHmpd,,1,3,8690,94,8,1,729,/997/8/343/1129/1097/157/38/94/87/,FF5D50,,,f,730,4123394571,734881840,Paraventricular hypothalamic nucleus parvicellular division medial parvicellular part dorsal zone
110,296,"Paraventricular hypothalamic nucleus parvicellular division periventricular part",PVHpv,,1,3,8690,94,8,1,730,/997/8/343/1129/1097/157/38/94/110/,FF5D50,,,f,731,3511387045,734881840,Paraventricular hypothalamic nucleus parvicellular division periventricular part
30,286,"Periventricular hypothalamic nucleus anterior part",PVa,,1,3,8690,157,6,1,731,/997/8/343/1129/1097/157/30/,FF5D50,,,f,732,4028794868,734881840,Periventricular hypothalamic nucleus anterior part
118,297,"Periventricular hypothalamic nucleus intermediate part",PVi,,1,3,8690,157,6,1,732,/997/8/343/1129/1097/157/118/,FF5D50,,,f,733,3086088557,734881840,Periventricular hypothalamic nucleus intermediate part
223,27,Arcuate hypothalamic nucleus,ARH,,1,3,8690,157,6,1,733,/997/8/343/1129/1097/157/223/,FF5D50,,,f,734,218062747,734881840,Arcuate hypothalamic nucleus
141,300,Periventricular region,PVR,,1,3,8690,1097,5,1,734,/997/8/343/1129/1097/141/,FF5547,,,f,735,227550009,734881840,Periventricular region
72,8,Anterodorsal preoptic nucleus,ADP,,1,3,8690,141,6,1,735,/997/8/343/1129/1097/141/72/,FF5547,,,f,736,1069999127,734881840,Anterodorsal preoptic nucleus
80,9,Anterior hypothalamic area,AHA,,1,3,8690,141,6,1,736,/997/8/343/1129/1097/141/80/,FF5547,,,f,737,1854528966,734881840,Anterior hypothalamic area
263,32,Anteroventral preoptic nucleus,AVP,,1,3,8690,141,6,1,737,/997/8/343/1129/1097/141/263/,FF5547,,,f,738,3572986309,734881840,Anteroventral preoptic nucleus
272,33,Anteroventral periventricular nucleus,AVPV,,1,3,8690,141,6,1,738,/997/8/343/1129/1097/141/272/,FF5547,,,f,739,1695582307,734881840,Anteroventral periventricular nucleus
830,103,Dorsomedial nucleus of the hypothalamus,DMH,,1,3,8690,141,6,1,739,/997/8/343/1129/1097/141/830/,FF5547,,,f,740,761673421,734881840,Dorsomedial nucleus of the hypothalamus
668,790,"Dorsomedial nucleus of the hypothalamus anterior part",DMHa,,1,3,8690,830,7,1,740,/997/8/343/1129/1097/141/830/668/,FF5547,,,f,741,2890416846,734881840,Dorsomedial nucleus of the hypothalamus anterior part
676,791,"Dorsomedial nucleus of the hypothalamus posterior part",DMHp,,1,3,8690,830,7,1,741,/997/8/343/1129/1097/141/830/676/,FF5547,,,f,742,916084112,734881840,Dorsomedial nucleus of the hypothalamus posterior part
684,792,"Dorsomedial nucleus of the hypothalamus ventral part",DMHv,,1,3,8690,830,7,1,742,/997/8/343/1129/1097/141/830/684/,FF5547,,,f,743,2190129277,734881840,Dorsomedial nucleus of the hypothalamus ventral part
452,197,Median preoptic nucleus,MEPO,,1,3,8690,141,6,1,743,/997/8/343/1129/1097/141/452/,FF5547,,,f,744,1579277564,734881840,Median preoptic nucleus
523,206,Medial preoptic area,MPO,,1,3,8690,141,6,1,744,/997/8/343/1129/1097/141/523/,FF5547,,,f,745,1992330649,734881840,Medial preoptic area
763,236,Vascular organ of the lamina terminalis,OV,,1,3,8690,141,6,1,745,/997/8/343/1129/1097/141/763/,FF5547,,,f,746,3273533441,734881840,Vascular organ of the lamina terminalis
914,255,Posterodorsal preoptic nucleus,PD,,1,3,8690,141,6,1,746,/997/8/343/1129/1097/141/914/,FF5547,,,f,747,2759126254,734881840,Posterodorsal preoptic nucleus
1109,279,Parastrial nucleus,PS,,1,3,8690,141,6,1,747,/997/8/343/1129/1097/141/1109/,FF5547,,,f,748,747009513,734881840,Parastrial nucleus
1124,281,Suprachiasmatic preoptic nucleus,PSCH,,1,3,8690,141,6,1,748,/997/8/343/1129/1097/141/1124/,FF5547,,,f,749,1784798415,734881840,Suprachiasmatic preoptic nucleus
126,298,"Periventricular hypothalamic nucleus posterior part",PVp,,1,3,8690,141,6,1,749,/997/8/343/1129/1097/141/126/,FF5547,,,f,750,4039829223,734881840,Periventricular hypothalamic nucleus posterior part
133,299,"Periventricular hypothalamic nucleus preoptic part",PVpo,,1,3,8690,141,6,1,750,/997/8/343/1129/1097/141/133/,FF5547,,,f,751,2330540908,734881840,Periventricular hypothalamic nucleus preoptic part
347,467,Subparaventricular zone,SBPV,,1,3,8690,141,6,1,751,/997/8/343/1129/1097/141/347/,FF5547,,,f,752,1671743599,734881840,Subparaventricular zone
286,318,Suprachiasmatic nucleus,SCH,,1,3,8690,141,6,1,752,/997/8/343/1129/1097/141/286/,FF5547,,,f,753,3746645074,734881840,Suprachiasmatic nucleus
338,466,Subfornical organ,SFO,,1,3,8690,141,6,1,753,/997/8/343/1129/1097/141/338/,FF5547,,,f,754,1450047394,734881840,Subfornical organ
576073699,,Ventromedial preoptic nucleus,VMPO,,1,3,8690,141,6,1,754,/997/8/343/1129/1097/141/576073699/,FF5547,,,f,755,1315660689,734881840,Ventromedial preoptic nucleus
689,793,Ventrolateral preoptic nucleus,VLPO,,1,3,8690,141,6,1,755,/997/8/343/1129/1097/141/689/,FF5547,,,f,756,2706711435,734881840,Ventrolateral preoptic nucleus
467,199,Hypothalamic medial zone,MEZ,,1,3,8690,1097,5,1,756,/997/8/343/1129/1097/467/,FF4C3E,,,f,757,3546131949,734881840,Hypothalamic medial zone
88,10,Anterior hypothalamic nucleus,AHN,,1,3,8690,467,6,1,757,/997/8/343/1129/1097/467/88/,FF4C3E,,,f,758,2309913226,734881840,Anterior hypothalamic nucleus
700,794,"Anterior hypothalamic nucleus anterior part",AHNa,,1,3,8690,88,7,1,758,/997/8/343/1129/1097/467/88/700/,FF4C3E,,,f,759,3087487115,734881840,Anterior hypothalamic nucleus anterior part
708,795,"Anterior hypothalamic nucleus central part",AHNc,,1,3,8690,88,7,1,759,/997/8/343/1129/1097/467/88/708/,FF4C3E,,,f,760,1484728461,734881840,Anterior hypothalamic nucleus central part
716,796,"Anterior hypothalamic nucleus dorsal part",AHNd,,1,3,8690,88,7,1,760,/997/8/343/1129/1097/467/88/716/,FF4C3E,,,f,761,1340658654,734881840,Anterior hypothalamic nucleus dorsal part
724,797,"Anterior hypothalamic nucleus posterior part",AHNp,,1,3,8690,88,7,1,761,/997/8/343/1129/1097/467/88/724/,FF4C3E,,,f,762,809021341,734881840,Anterior hypothalamic nucleus posterior part
331,182,Mammillary body,MBO,,1,3,8690,467,6,1,762,/997/8/343/1129/1097/467/331/,FF4C3E,,,f,763,628444024,734881840,Mammillary body
210,167,Lateral mammillary nucleus,LM,,1,3,8690,331,7,1,763,/997/8/343/1129/1097/467/331/210/,FF4C3E,,,f,764,3256479391,734881840,Lateral mammillary nucleus
491,202,Medial mammillary nucleus,MM,,1,3,8690,331,7,1,764,/997/8/343/1129/1097/467/331/491/,FF4C3E,,,f,765,338961468,734881840,Medial mammillary nucleus
732,798,"Medial mammillary nucleus median part",Mmme,,1,3,8690,491,8,1,765,/997/8/343/1129/1097/467/331/491/732/,FF4C3E,,,f,766,10911214,734881840,Medial mammillary nucleus median part
606826647,,"Medial mammillary nucleus lateral part",Mml,,1,3,8690,491,8,1,766,/997/8/343/1129/1097/467/331/491/606826647/,FF4C3E,,,f,767,3428103955,734881840,Medial mammillary nucleus lateral part
606826651,,"Medial mammillary nucleus medial part",Mmm,,1,3,8690,491,8,1,767,/997/8/343/1129/1097/467/331/491/606826651/,FF4C3E,,,f,768,1299111141,734881840,Medial mammillary nucleus medial part
606826655,,"Medial mammillary nucleus posterior part",Mmp,,1,3,8690,491,8,1,768,/997/8/343/1129/1097/467/331/491/606826655/,FF4C3E,,,f,769,2687554049,734881840,Medial mammillary nucleus posterior part
606826659,,"Medial mammillary nucleus dorsal part",Mmd,,1,3,8690,491,8,1,769,/997/8/343/1129/1097/467/331/491/606826659/,FF4C3E,,,f,770,329278641,734881840,Medial mammillary nucleus dorsal part
525,348,Supramammillary nucleus,SUM,,1,3,8690,331,7,1,770,/997/8/343/1129/1097/467/331/525/,FF4C3E,,,f,771,4172534656,734881840,Supramammillary nucleus
1110,421,"Supramammillary nucleus lateral part",SUMl,,1,3,8690,525,8,1,771,/997/8/343/1129/1097/467/331/525/1110/,FF4C3E,,,f,772,3001814184,734881840,Supramammillary nucleus lateral part
1118,422,"Supramammillary nucleus medial part",SUMm,,1,3,8690,525,8,1,772,/997/8/343/1129/1097/467/331/525/1118/,FF4C3E,,,f,773,1151982312,734881840,Supramammillary nucleus medial part
557,352,Tuberomammillary nucleus,TM,,1,3,8690,331,7,1,773,/997/8/343/1129/1097/467/331/557/,FF4C3E,,,f,774,1759031183,734881840,Tuberomammillary nucleus
1126,423,"Tuberomammillary nucleus dorsal part",TMd,,1,3,8690,557,8,1,774,/997/8/343/1129/1097/467/331/557/1126/,FF4C3E,,,f,775,2136571968,734881840,Tuberomammillary nucleus dorsal part
1,424,"Tuberomammillary nucleus ventral part",TMv,,1,3,8690,557,8,1,775,/997/8/343/1129/1097/467/331/557/1/,FF4C3E,,,f,776,3678649713,734881840,Tuberomammillary nucleus ventral part
515,205,Medial preoptic nucleus,MPN,,1,3,8690,467,6,1,776,/997/8/343/1129/1097/467/515/,FF4C3E,,,f,777,1542829951,734881840,Medial preoptic nucleus
740,799,"Medial preoptic nucleus central part",MPNc,,1,3,8690,515,7,1,777,/997/8/343/1129/1097/467/515/740/,FF4C3E,,,f,778,2445156071,734881840,Medial preoptic nucleus central part
748,800,"Medial preoptic nucleus lateral part",MPNl,,1,3,8690,515,7,1,778,/997/8/343/1129/1097/467/515/748/,FF4C3E,,,f,779,3636770055,734881840,Medial preoptic nucleus lateral part
756,801,"Medial preoptic nucleus medial part",MPNm,,1,3,8690,515,7,1,779,/997/8/343/1129/1097/467/515/756/,FF4C3E,,,f,780,3694168057,734881840,Medial preoptic nucleus medial part
980,263,Dorsal premammillary nucleus,PMd,,1,3,8690,467,6,1,780,/997/8/343/1129/1097/467/980/,FF4C3E,,,f,781,282623527,734881840,Dorsal premammillary nucleus
1004,266,Ventral premammillary nucleus,PMv,,1,3,8690,467,6,1,781,/997/8/343/1129/1097/467/1004/,FF4C3E,,,f,782,959948768,734881840,Ventral premammillary nucleus
63,290,"Paraventricular hypothalamic nucleus descending division",PVHd,,1,3,8690,467,6,1,782,/997/8/343/1129/1097/467/63/,FF4C3E,,,f,783,3500188330,734881840,Paraventricular hypothalamic nucleus descending division
439,903,"Paraventricular hypothalamic nucleus descending division dorsal parvicellular part",PVHdp,,1,3,8690,63,7,1,783,/997/8/343/1129/1097/467/63/439/,FF4C3E,,,f,784,1456917687,734881840,Paraventricular hypothalamic nucleus descending division dorsal parvicellular part
447,904,"Paraventricular hypothalamic nucleus descending division forniceal part",PVHf,,1,3,8690,63,7,1,784,/997/8/343/1129/1097/467/63/447/,FF4C3E,,,f,785,2729434072,734881840,Paraventricular hypothalamic nucleus descending division forniceal part
455,905,"Paraventricular hypothalamic nucleus descending division lateral parvicellular part",PVHlp,,1,3,8690,63,7,1,785,/997/8/343/1129/1097/467/63/455/,FF4C3E,,,f,786,2133121895,734881840,Paraventricular hypothalamic nucleus descending division lateral parvicellular part
464,906,"Paraventricular hypothalamic nucleus descending division medial parvicellular part ventral zone",PVHmpv,,1,3,8690,63,7,1,786,/997/8/343/1129/1097/467/63/464/,FF4C3E,,,f,787,3253784525,734881840,Paraventricular hypothalamic nucleus descending division medial parvicellular part ventral zone
693,369,Ventromedial hypothalamic nucleus,VMH,,1,3,8690,467,6,1,787,/997/8/343/1129/1097/467/693/,FF4C3E,,,f,788,313760851,734881840,Ventromedial hypothalamic nucleus
761,802,"Ventromedial hypothalamic nucleus anterior part",VMHa,,1,3,8690,693,7,1,788,/997/8/343/1129/1097/467/693/761/,FF4C3E,,,f,789,3570676002,734881840,Ventromedial hypothalamic nucleus anterior part
769,803,"Ventromedial hypothalamic nucleus central part",VMHc,,1,3,8690,693,7,1,789,/997/8/343/1129/1097/467/693/769/,FF4C3E,,,f,790,2374724825,734881840,Ventromedial hypothalamic nucleus central part
