,acronym,atlas_id,color_hex_triplet,depth,failed,failed_facet,graph_id,graph_order,hemisphere_id,id,neuro_name_structure_id,neuro_name_structure_id_path,ontology_id,parent_structure_id,safe_name,sphinx_id,st_level,structure_id_path,structure_name_facet,weight
629,BSTrh,777,B3C0DF,8,FALSE,734881840,1,629,3,562,,,1,359,Bed nuclei of the stria terminalis anterior division rhomboid nucleus,630,,/997/8/567/623/803/809/351/359/562/,1020963585,8690
630,BSTv,773,B3C0DF,8,FALSE,734881840,1,630,3,529,,,1,359,Bed nuclei of the stria terminalis anterior division ventral nucleus,631,,/997/8/567/623/803/809/351/359/529/,2523776098,8690
631,BSTp,45,B3C0DF,7,FALSE,734881840,1,631,3,367,,,1,351,Bed nuclei of the stria terminalis posterior division,632,,/997/8/567/623/803/809/351/367/,4020110230,8690
632,BSTd,778,B3C0DF,8,FALSE,734881840,1,632,3,569,,,1,367,Bed nuclei of the stria terminalis posterior division dorsal nucleus,633,,/997/8/567/623/803/809/351/367/569/,1274650938,8690
633,BSTpr,779,B3C0DF,8,FALSE,734881840,1,633,3,578,,,1,367,Bed nuclei of the stria terminalis posterior division principal nucleus,634,,/997/8/567/623/803/809/351/367/578/,366620301,8690
634,BSTif,780,B3C0DF,8,FALSE,734881840,1,634,3,585,,,1,367,Bed nuclei of the stria terminalis posterior division interfascicular nucleus,635,,/997/8/567/623/803/809/351/367/585/,2460616957,8690
635,BSTtr,781,B3C0DF,8,FALSE,734881840,1,635,3,594,,,1,367,Bed nuclei of the stria terminalis posterior division transverse nucleus,636,,/997/8/567/623/803/809/351/367/594/,3708185785,8690
636,BSTse,782,B3C0DF,8,FALSE,734881840,1,636,3,602,,,1,367,Bed nuclei of the stria terminalis posterior division strial extension,637,,/997/8/567/623/803/809/351/367/602/,1576149119,8690
637,BAC,35,B3C0DF,6,FALSE,734881840,1,637,3,287,,,1,809,Bed nucleus of the anterior commissure,638,,/997/8/567/623/803/809/287/,1468320867,8690
638,BS,42,FF7080,2,FALSE,734881840,1,638,3,343,,,1,8,Brain stem,639,,/997/8/343/,1463546236,8690
639,IB,140,FF7080,3,FALSE,734881840,1,639,3,1129,,,1,343,Interbrain,640,,/997/8/343/1129/,3609083732,8690
640,TH,351,FF7080,4,FALSE,734881840,1,640,3,549,,,1,1129,Thalamus,641,,/997/8/343/1129/549/,3417047876,8690
641,DORsm,107,FF8084,5,FALSE,734881840,1,641,3,864,,,1,549,Thalamus sensory-motor cortex related,642,,/997/8/343/1129/549/864/,3240123133,8690
642,VENT,362,FF8084,6,FALSE,734881840,1,642,3,637,,,1,864,Ventral group of the dorsal thalamus,643,,/997/8/343/1129/549/864/637/,3720800461,8690
643,VAL,361,FF8084,7,FALSE,734881840,1,643,3,629,,,1,637,Ventral anterior-lateral complex of the thalamus,644,,/997/8/343/1129/549/864/637/629/,387269350,8690
644,VM,368,FF8084,7,FALSE,734881840,1,644,3,685,,,1,637,Ventral medial nucleus of the thalamus,645,,/997/8/343/1129/549/864/637/685/,1314288168,8690
645,VP,371,FF8084,7,FALSE,734881840,1,645,3,709,,,1,637,Ventral posterior complex of the thalamus,646,,/997/8/343/1129/549/864/637/709/,359843477,8690
646,VPL,372,FF8084,8,FALSE,734881840,1,646,3,718,,,1,709,Ventral posterolateral nucleus of the thalamus,647,,/997/8/343/1129/549/864/637/709/718/,2885291680,8690
647,VPLpc,373,FF8084,8,FALSE,734881840,1,647,3,725,,,1,709,Ventral posterolateral nucleus of the thalamus parvicellular part,648,,/997/8/343/1129/549/864/637/709/725/,2868220330,8690
648,VPM,374,FF8084,8,FALSE,734881840,1,648,3,733,,,1,709,Ventral posteromedial nucleus of the thalamus,649,,/997/8/343/1129/549/864/637/709/733/,535836268,8690
649,VPMpc,375,FF8084,8,FALSE,734881840,1,649,3,741,,,1,709,Ventral posteromedial nucleus of the thalamus parvicellular part,650,,/997/8/343/1129/549/864/637/709/741/,2993275992,8690
650,PoT,,FF8084,7,FALSE,734881840,1,650,3,563807435,,,1,637,Posterior triangular thalamic nucleus,651,,/997/8/343/1129/549/864/637/563807435/,2408746103,8690
651,SPF,333,FF8084,6,FALSE,734881840,1,651,3,406,,,1,864,Subparafascicular nucleus,652,,/997/8/343/1129/549/864/406/,411188720,8690
652,SPFm,334,FF8084,7,FALSE,734881840,1,652,3,414,,,1,406,Subparafascicular nucleus magnocellular part,653,,/997/8/343/1129/549/864/406/414/,1493863119,8690
653,SPFp,335,FF8084,7,FALSE,734881840,1,653,3,422,,,1,406,Subparafascicular nucleus parvicellular part,654,,/997/8/343/1129/549/864/406/422/,1800790730,8690
654,SPA,783,FF8084,6,FALSE,734881840,1,654,3,609,,,1,864,Subparafascicular area,655,,/997/8/343/1129/549/864/609/,3168649413,8690
655,PP,271,FF8084,6,FALSE,734881840,1,655,3,1044,,,1,864,Peripeduncular nucleus,656,,/997/8/343/1129/549/864/1044/,4073956777,8690
656,GENd,125,FF8084,6,FALSE,734881840,1,656,3,1008,,,1,864,Geniculate group dorsal thalamus,657,,/997/8/343/1129/549/864/1008/,4155059555,8690
657,MG,200,FF8084,7,FALSE,734881840,1,657,3,475,,,1,1008,Medial geniculate complex,658,,/997/8/343/1129/549/864/1008/475/,3303425611,8690
658,MGd,416,FF8084,8,FALSE,734881840,1,658,3,1072,,,1,475,Medial geniculate complex dorsal part,659,,/997/8/343/1129/549/864/1008/475/1072/,69811582,8690
659,MGv,417,FF8084,8,FALSE,734881840,1,659,3,1079,,,1,475,Medial geniculate complex ventral part,660,,/997/8/343/1129/549/864/1008/475/1079/,442093671,8690
660,MGm,418,FF8084,8,FALSE,734881840,1,660,3,1088,,,1,475,Medial geniculate complex medial part,661,,/997/8/343/1129/549/864/1008/475/1088/,1525122346,8690
661,LGd,162,FF8084,7,FALSE,734881840,1,661,3,170,,,1,1008,Dorsal part of the lateral geniculate complex,662,,/997/8/343/1129/549/864/1008/170/,2639836426,8690
662,LGd-sh,,FF8084,8,FALSE,734881840,1,662,3,496345664,,,1,170,Dorsal part of the lateral geniculate complex shell,663,,/997/8/343/1129/549/864/1008/170/496345664/,3071297945,8690
663,LGd-co,,FF8084,8,FALSE,734881840,1,663,3,496345668,,,1,170,Dorsal part of the lateral geniculate complex core,664,,/997/8/343/1129/549/864/1008/170/496345668/,2339811100,8690
664,LGd-ip,,FF8084,8,FALSE,734881840,1,664,3,496345672,,,1,170,Dorsal part of the lateral geniculate complex ipsilateral zone,665,,/997/8/343/1129/549/864/1008/170/496345672/,1161910872,8690
665,DORpm,106,FF909F,5,FALSE,734881840,1,665,3,856,,,1,549,Thalamus polymodal association cortex related,666,,/997/8/343/1129/549/856/,171097726,8690
666,LAT,158,FF909F,6,FALSE,734881840,1,666,3,138,,,1,856,Lateral group of the dorsal thalamus,667,,/997/8/343/1129/549/856/138/,1237671945,8690
667,LP,168,FF909F,7,FALSE,734881840,1,667,3,218,,,1,138,Lateral posterior nucleus of the thalamus,668,,/997/8/343/1129/549/856/138/218/,910558492,8690
668,PO,268,FF909F,7,FALSE,734881840,1,668,3,1020,,,1,138,Posterior complex of the thalamus,669,,/997/8/343/1129/549/856/138/1020/,2102251263,8690
669,POL,269,FF909F,7,FALSE,734881840,1,669,3,1029,,,1,138,Posterior limiting nucleus of the thalamus,670,,/997/8/343/1129/549/856/138/1029/,3921343755,8690
670,SGN,323,FF909F,7,FALSE,734881840,1,670,3,325,,,1,138,Suprageniculate nucleus,671,,/997/8/343/1129/549/856/138/325/,2630178778,8690
671,Eth,,FF909F,7,FALSE,734881840,1,671,3,560581551,,,1,138,Ethmoid nucleus of the thalamus,672,,/997/8/343/1129/549/856/138/560581551/,2246666137,8690
672,REth,,FF909F,7,FALSE,734881840,1,672,3,560581555,,,1,138,Retroethmoid nucleus,673,,/997/8/343/1129/549/856/138/560581555/,214700216,8690
673,ATN,29,FF909F,6,FALSE,734881840,1,673,3,239,,,1,856,Anterior group of the dorsal thalamus,674,,/997/8/343/1129/549/856/239/,3414692864,8690
674,AV,31,FF909F,7,FALSE,734881840,1,674,3,255,,,1,239,Anteroventral nucleus of thalamus,675,,/997/8/343/1129/549/856/239/255/,2379451227,8690
675,AM,15,FF909F,7,FALSE,734881840,1,675,3,127,,,1,239,Anteromedial nucleus,676,,/997/8/343/1129/549/856/239/127/,70138096,8690
676,AMd,419,FF909F,8,FALSE,734881840,1,676,3,1096,,,1,127,Anteromedial nucleus dorsal part,677,,/997/8/343/1129/549/856/239/127/1096/,2125395068,8690
677,AMv,420,FF909F,8,FALSE,734881840,1,677,3,1104,,,1,127,Anteromedial nucleus ventral part,678,,/997/8/343/1129/549/856/239/127/1104/,4096603778,8690
678,AD,7,FF909F,7,FALSE,734881840,1,678,3,64,,,1,239,Anterodorsal nucleus,679,,/997/8/343/1129/549/856/239/64/,1062958533,8690
679,IAM,139,FF909F,7,FALSE,734881840,1,679,3,1120,,,1,239,Interanteromedial nucleus of the thalamus,680,,/997/8/343/1129/549/856/239/1120/,3666899134,8690
680,IAD,138,FF909F,7,FALSE,734881840,1,680,3,1113,,,1,239,Interanterodorsal nucleus of the thalamus,681,,/997/8/343/1129/549/856/239/1113/,3914886814,8690
681,LD,160,FF909F,7,FALSE,734881840,1,681,3,155,,,1,239,Lateral dorsal nucleus of thalamus,682,,/997/8/343/1129/549/856/239/155/,3458000123,8690
682,MED,196,FF909F,6,FALSE,734881840,1,682,3,444,,,1,856,Medial group of the dorsal thalamus,683,,/997/8/343/1129/549/856/444/,2351110645,8690
683,IMD,148,FF909F,7,FALSE,734881840,1,683,3,59,,,1,444,Intermediodorsal nucleus of the thalamus,684,,/997/8/343/1129/549/856/444/59/,80523806,8690
684,MD,186,FF909F,7,FALSE,734881840,1,684,3,362,,,1,444,Mediodorsal nucleus of thalamus,685,,/997/8/343/1129/549/856/444/362/,2240499387,8690
685,MDc,784,FF909F,8,FALSE,734881840,1,685,3,617,,,1,362,Mediodorsal nucleus of the thalamus central part,686,,/997/8/343/1129/549/856/444/362/617/,1540012109,8690
686,MDl,785,FF909F,8,FALSE,734881840,1,686,3,626,,,1,362,Mediodorsal nucleus of the thalamus lateral part,687,,/997/8/343/1129/549/856/444/362/626/,313529261,8690
687,MDm,786,FF909F,8,FALSE,734881840,1,687,3,636,,,1,362,Mediodorsal nucleus of the thalamus medial part,688,,/997/8/343/1129/549/856/444/362/636/,307537672,8690
688,SMT,328,FF909F,7,FALSE,734881840,1,688,3,366,,,1,444,Submedial nucleus of the thalamus,689,,/997/8/343/1129/549/856/444/366/,524654949,8690
689,PR,275,FF909F,7,FALSE,734881840,1,689,3,1077,,,1,444,Perireunensis nucleus,690,,/997/8/343/1129/549/856/444/1077/,985229058,8690
690,MTN,212,FF909F,6,FALSE,734881840,1,690,3,571,,,1,856,Midline group of the dorsal thalamus,691,,/997/8/343/1129/549/856/571/,94203556,8690
691,PVT,301,FF909F,7,FALSE,734881840,1,691,3,149,,,1,571,Paraventricular nucleus of the thalamus,692,,/997/8/343/1129/549/856/571/149/,3631961400,8690
692,PT,284,FF909F,7,FALSE,734881840,1,692,3,15,,,1,571,Parataenial nucleus,693,,/997/8/343/1129/549/856/571/15/,1224128658,8690
693,RE,305,FF909F,7,FALSE,734881840,1,693,3,181,,,1,571,Nucleus of reuniens,694,,/997/8/343/1129/549/856/571/181/,2113641023,8690
694,Xi,,FF909F,7,FALSE,734881840,1,694,3,560581559,,,1,571,Xiphoid thalamic nucleus,695,,/997/8/343/1129/549/856/571/560581559/,1561183712,8690
695,ILM,147,FF909F,6,FALSE,734881840,1,695,3,51,,,1,856,Intralaminar nuclei of the dorsal thalamus,696,,/997/8/343/1129/549/856/51/,53488759,8690
696,RH,306,FF909F,7,FALSE,734881840,1,696,3,189,,,1,51,Rhomboid nucleus,697,,/997/8/343/1129/549/856/51/189/,2507270646,8690
697,CM,74,FF909F,7,FALSE,734881840,1,697,3,599,,,1,51,Central medial nucleus of the thalamus,698,,/997/8/343/1129/549/856/51/599/,769425900,8690
698,PCN,254,FF909F,7,FALSE,734881840,1,698,3,907,,,1,51,Paracentral nucleus,699,,/997/8/343/1129/549/856/51/907/,34102893,8690
699,CL,71,FF909F,7,FALSE,734881840,1,699,3,575,,,1,51,Central lateral nucleus of the thalamus,700,,/997/8/343/1129/549/856/51/575/,1181786423,8690
700,PF,257,FF909F,7,FALSE,734881840,1,700,3,930,,,1,51,Parafascicular nucleus,701,,/997/8/343/1129/549/856/51/930/,2732022867,8690
701,PIL,,FF909F,7,FALSE,734881840,1,701,3,560581563,,,1,51,Posterior intralaminar thalamic nucleus,702,,/997/8/343/1129/549/856/51/560581563/,809074043,8690
702,RT,315,FF909F,6,FALSE,734881840,1,702,3,262,,,1,856,Reticular nucleus of the thalamus,703,,/997/8/343/1129/549/856/262/,2529312902,8690
703,GENv,126,FF909F,6,FALSE,734881840,1,703,3,1014,,,1,856,Geniculate group ventral thalamus,704,,/997/8/343/1129/549/856/1014/,401556039,8690
704,IGL,144,FF909F,7,FALSE,734881840,1,704,3,27,,,1,1014,Intergeniculate leaflet of the lateral geniculate complex,705,,/997/8/343/1129/549/856/1014/27/,1900856090,8690
705,IntG,,FF909F,7,FALSE,734881840,1,705,3,563807439,,,1,1014,Intermediate geniculate nucleus,706,,/997/8/343/1129/549/856/1014/563807439/,2887461472,8690
706,LGv,163,FF909F,7,FALSE,734881840,1,706,3,178,,,1,1014,Ventral part of the lateral geniculate complex,707,,/997/8/343/1129/549/856/1014/178/,685555022,8690
707,LGvl,461,FF909F,8,FALSE,734881840,1,707,3,300,,,1,178,Ventral part of the lateral geniculate complex lateral zone,708,,/997/8/343/1129/549/856/1014/178/300/,3780597444,8690
708,LGvm,463,FF909F,8,FALSE,734881840,1,708,3,316,,,1,178,Ventral part of the lateral geniculate complex medial zone,709,,/997/8/343/1129/549/856/1014/178/316/,579977949,8690
709,SubG,464,FF909F,7,FALSE,734881840,1,709,3,321,,,1,1014,Subgeniculate nucleus,710,,/997/8/343/1129/549/856/1014/321/,3545734096,8690
710,EPI,119,FF909F,6,FALSE,734881840,1,710,3,958,,,1,856,Epithalamus,711,,/997/8/343/1129/549/856/958/,2649294941,8690
711,MH,201,FF909F,7,FALSE,734881840,1,711,3,483,,,1,958,Medial habenula,712,,/997/8/343/1129/549/856/958/483/,176609275,8690
712,LH,164,FF909F,7,FALSE,734881840,1,712,3,186,,,1,958,Lateral habenula,713,,/997/8/343/1129/549/856/958/186/,774070380,8690
713,PIN,260,FF909F,7,FALSE,734881840,1,713,3,953,,,1,958,Pineal body,714,,/997/8/343/1129/549/856/958/953/,1539032129,8690
714,HY,136,E64438,4,FALSE,734881840,1,714,3,1097,,,1,1129,Hypothalamus,715,,/997/8/343/1129/1097/,3938328193,8690
715,PVZ,302,FF5D50,5,FALSE,734881840,1,715,3,157,,,1,1097,Periventricular zone,716,,/997/8/343/1129/1097/157/,1581950529,8690
716,SO,331,FF5D50,6,FALSE,734881840,1,716,3,390,,,1,157,Supraoptic nucleus,717,,/997/8/343/1129/1097/157/390/,3787702178,8690
717,ASO,465,FF5D50,6,FALSE,734881840,1,717,3,332,,,1,157,Accessory supraoptic group,718,,/997/8/343/1129/1097/157/332/,1856950247,8690
718,NC,902,FF5D50,7,FALSE,734881840,1,718,3,432,,,1,332,Nucleus circularis,719,,/997/8/343/1129/1097/157/332/432/,163854910,8690
719,PVH,287,FF5D50,6,FALSE,734881840,1,719,3,38,,,1,157,Paraventricular hypothalamic nucleus,720,,/997/8/343/1129/1097/157/38/,3443963014,8690
720,PVHm,291,FF5D50,7,FALSE,734881840,1,720,3,71,,,1,38,Paraventricular hypothalamic nucleus magnocellular division,721,,/997/8/343/1129/1097/157/38/71/,4268996545,8690
721,PVHam,288,FF5D50,8,FALSE,734881840,1,721,3,47,,,1,71,Paraventricular hypothalamic nucleus magnocellular division anterior magnocellular part,722,,/997/8/343/1129/1097/157/38/71/47/,4203299482,8690
722,PVHmm,292,FF5D50,8,FALSE,734881840,1,722,3,79,,,1,71,Paraventricular hypothalamic nucleus magnocellular division medial magnocellular part,723,,/997/8/343/1129/1097/157/38/71/79/,2109016078,8690
723,PVHpm,295,FF5D50,8,FALSE,734881840,1,723,3,103,,,1,71,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part,724,,/997/8/343/1129/1097/157/38/71/103/,250376013,8690
724,PVHpml,788,FF5D50,9,FALSE,734881840,1,724,3,652,,,1,103,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part lateral zone,725,,/997/8/343/1129/1097/157/38/71/103/652/,2251532786,8690
725,PVHpmm,789,FF5D50,9,FALSE,734881840,1,725,3,660,,,1,103,Paraventricular hypothalamic nucleus magnocellular division posterior magnocellular part medial zone,726,,/997/8/343/1129/1097/157/38/71/103/660/,2602842182,8690
726,PVHp,294,FF5D50,7,FALSE,734881840,1,726,3,94,,,1,38,Paraventricular hypothalamic nucleus parvicellular division,727,,/997/8/343/1129/1097/157/38/94/,2057162096,8690
727,PVHap,289,FF5D50,8,FALSE,734881840,1,727,3,55,,,1,94,Paraventricular hypothalamic nucleus parvicellular division anterior parvicellular part,728,,/997/8/343/1129/1097/157/38/94/55/,1148389696,8690
728,PVHmpd,293,FF5D50,8,FALSE,734881840,1,728,3,87,,,1,94,Paraventricular hypothalamic nucleus parvicellular division medial parvicellular part dorsal zone,729,,/997/8/343/1129/1097/157/38/94/87/,4123394571,8690
729,PVHpv,296,FF5D50,8,FALSE,734881840,1,729,3,110,,,1,94,Paraventricular hypothalamic nucleus parvicellular division periventricular part,730,,/997/8/343/1129/1097/157/38/94/110/,3511387045,8690
730,PVa,286,FF5D50,6,FALSE,734881840,1,730,3,30,,,1,157,Periventricular hypothalamic nucleus anterior part,731,,/997/8/343/1129/1097/157/30/,4028794868,8690
731,PVi,297,FF5D50,6,FALSE,734881840,1,731,3,118,,,1,157,Periventricular hypothalamic nucleus intermediate part,732,,/997/8/343/1129/1097/157/118/,3086088557,8690
732,ARH,27,FF5D50,6,FALSE,734881840,1,732,3,223,,,1,157,Arcuate hypothalamic nucleus,733,,/997/8/343/1129/1097/157/223/,218062747,8690
733,PVR,300,FF5547,5,FALSE,734881840,1,733,3,141,,,1,1097,Periventricular region,734,,/997/8/343/1129/1097/141/,227550009,8690
734,ADP,8,FF5547,6,FALSE,734881840,1,734,3,72,,,1,141,Anterodorsal preoptic nucleus,735,,/997/8/343/1129/1097/141/72/,1069999127,8690
735,AHA,9,FF5547,6,FALSE,734881840,1,735,3,80,,,1,141,Anterior hypothalamic area,736,,/997/8/343/1129/1097/141/80/,1854528966,8690
736,AVP,32,FF5547,6,FALSE,734881840,1,736,3,263,,,1,141,Anteroventral preoptic nucleus,737,,/997/8/343/1129/1097/141/263/,3572986309,8690
737,AVPV,33,FF5547,6,FALSE,734881840,1,737,3,272,,,1,141,Anteroventral periventricular nucleus,738,,/997/8/343/1129/1097/141/272/,1695582307,8690
738,DMH,103,FF5547,6,FALSE,734881840,1,738,3,830,,,1,141,Dorsomedial nucleus of the hypothalamus,739,,/997/8/343/1129/1097/141/830/,761673421,8690
739,DMHa,790,FF5547,7,FALSE,734881840,1,739,3,668,,,1,830,Dorsomedial nucleus of the hypothalamus anterior part,740,,/997/8/343/1129/1097/141/830/668/,2890416846,8690
740,DMHp,791,FF5547,7,FALSE,734881840,1,740,3,676,,,1,830,Dorsomedial nucleus of the hypothalamus posterior part,741,,/997/8/343/1129/1097/141/830/676/,916084112,8690
741,DMHv,792,FF5547,7,FALSE,734881840,1,741,3,684,,,1,830,Dorsomedial nucleus of the hypothalamus ventral part,742,,/997/8/343/1129/1097/141/830/684/,2190129277,8690
742,MEPO,197,FF5547,6,FALSE,734881840,1,742,3,452,,,1,141,Median preoptic nucleus,743,,/997/8/343/1129/1097/141/452/,1579277564,8690
743,MPO,206,FF5547,6,FALSE,734881840,1,743,3,523,,,1,141,Medial preoptic area,744,,/997/8/343/1129/1097/141/523/,1992330649,8690
744,OV,236,FF5547,6,FALSE,734881840,1,744,3,763,,,1,141,Vascular organ of the lamina terminalis,745,,/997/8/343/1129/1097/141/763/,3273533441,8690
745,PD,255,FF5547,6,FALSE,734881840,1,745,3,914,,,1,141,Posterodorsal preoptic nucleus,746,,/997/8/343/1129/1097/141/914/,2759126254,8690
746,PS,279,FF5547,6,FALSE,734881840,1,746,3,1109,,,1,141,Parastrial nucleus,747,,/997/8/343/1129/1097/141/1109/,747009513,8690
747,PSCH,281,FF5547,6,FALSE,734881840,1,747,3,1124,,,1,141,Suprachiasmatic preoptic nucleus,748,,/997/8/343/1129/1097/141/1124/,1784798415,8690
748,PVp,298,FF5547,6,FALSE,734881840,1,748,3,126,,,1,141,Periventricular hypothalamic nucleus posterior part,749,,/997/8/343/1129/1097/141/126/,4039829223,8690
749,PVpo,299,FF5547,6,FALSE,734881840,1,749,3,133,,,1,141,Periventricular hypothalamic nucleus preoptic part,750,,/997/8/343/1129/1097/141/133/,2330540908,8690
750,SBPV,467,FF5547,6,FALSE,734881840,1,750,3,347,,,1,141,Subparaventricular zone,751,,/997/8/343/1129/1097/141/347/,1671743599,8690
751,SCH,318,FF5547,6,FALSE,734881840,1,751,3,286,,,1,141,Suprachiasmatic nucleus,752,,/997/8/343/1129/1097/141/286/,3746645074,8690
752,SFO,466,FF5547,6,FALSE,734881840,1,752,3,338,,,1,141,Subfornical organ,753,,/997/8/343/1129/1097/141/338/,1450047394,8690
753,VLPO,793,FF5547,6,FALSE,734881840,1,753,3,689,,,1,141,Ventrolateral preoptic nucleus,754,,/997/8/343/1129/1097/141/689/,2706711435,8690
754,MEZ,199,FF4C3E,5,FALSE,734881840,1,754,3,467,,,1,1097,Hypothalamic medial zone,755,,/997/8/343/1129/1097/467/,3546131949,8690
755,AHN,10,FF4C3E,6,FALSE,734881840,1,755,3,88,,,1,467,Anterior hypothalamic nucleus,756,,/997/8/343/1129/1097/467/88/,2309913226,8690
756,AHNa,794,FF4C3E,7,FALSE,734881840,1,756,3,700,,,1,88,Anterior hypothalamic nucleus anterior part,757,,/997/8/343/1129/1097/467/88/700/,3087487115,8690
757,AHNc,795,FF4C3E,7,FALSE,734881840,1,757,3,708,,,1,88,Anterior hypothalamic nucleus central part,758,,/997/8/343/1129/1097/467/88/708/,1484728461,8690
758,AHNd,796,FF4C3E,7,FALSE,734881840,1,758,3,716,,,1,88,Anterior hypothalamic nucleus dorsal part,759,,/997/8/343/1129/1097/467/88/716/,1340658654,8690
759,AHNp,797,FF4C3E,7,FALSE,734881840,1,759,3,724,,,1,88,Anterior hypothalamic nucleus posterior part,760,,/997/8/343/1129/1097/467/88/724/,809021341,8690
760,MBO,182,FF4C3E,6,FALSE,734881840,1,760,3,331,,,1,467,Mammillary body,761,,/997/8/343/1129/1097/467/331/,628444024,8690
761,LM,167,FF4C3E,7,FALSE,734881840,1,761,3,210,,,1,331,Lateral mammillary nucleus,762,,/997/8/343/1129/1097/467/331/210/,3256479391,8690
762,MM,202,FF4C3E,7,FALSE,734881840,1,762,3,491,,,1,331,Medial mammillary nucleus,763,,/997/8/343/1129/1097/467/331/491/,338961468,8690
763,Mmme,798,FF4C3E,8,FALSE,734881840,1,763,3,732,,,1,491,Medial mammillary nucleus median part,764,,/997/8/343/1129/1097/467/331/491/732/,10911214,8690
764,SUM,348,FF4C3E,7,FALSE,734881840,1,764,3,525,,,1,331,Supramammillary nucleus,765,,/997/8/343/1129/1097/467/331/525/,4172534656,8690
765,SUMl,421,FF4C3E,8,FALSE,734881840,1,765,3,1110,,,1,525,Supramammillary nucleus lateral part,766,,/997/8/343/1129/1097/467/331/525/1110/,3001814184,8690
766,SUMm,422,FF4C3E,8,FALSE,734881840,1,766,3,1118,,,1,525,Supramammillary nucleus medial part,767,,/997/8/343/1129/1097/467/331/525/1118/,1151982312,8690
767,TM,352,FF4C3E,7,FALSE,734881840,1,767,3,557,,,1,331,Tuberomammillary nucleus,768,,/997/8/343/1129/1097/467/331/557/,1759031183,8690
768,TMd,423,FF4C3E,8,FALSE,734881840,1,768,3,1126,,,1,557,Tuberomammillary nucleus dorsal part,769,,/997/8/343/1129/1097/467/331/557/1126/,2136571968,8690
769,TMv,424,FF4C3E,8,FALSE,734881840,1,769,3,1,,,1,557,Tuberomammillary nucleus ventral part,770,,/997/8/343/1129/1097/467/331/557/1/,3678649713,8690
770,MPN,205,FF4C3E,6,FALSE,734881840,1,770,3,515,,,1,467,Medial preoptic nucleus,771,,/997/8/343/1129/1097/467/515/,1542829951,8690
771,MPNc,799,FF4C3E,7,FALSE,734881840,1,771,3,740,,,1,515,Medial preoptic nucleus central part,772,,/997/8/343/1129/1097/467/515/740/,2445156071,8690
772,MPNl,800,FF4C3E,7,FALSE,734881840,1,772,3,748,,,1,515,Medial preoptic nucleus lateral part,773,,/997/8/343/1129/1097/467/515/748/,3636770055,8690
773,MPNm,801,FF4C3E,7,FALSE,734881840,1,773,3,756,,,1,515,Medial preoptic nucleus medial part,774,,/997/8/343/1129/1097/467/515/756/,3694168057,8690
774,PMd,263,FF4C3E,6,FALSE,734881840,1,774,3,980,,,1,467,Dorsal premammillary nucleus,775,,/997/8/343/1129/1097/467/980/,282623527,8690
775,PMv,266,FF4C3E,6,FALSE,734881840,1,775,3,1004,,,1,467,Ventral premammillary nucleus,776,,/997/8/343/1129/1097/467/1004/,959948768,8690
776,PVHd,290,FF4C3E,6,FALSE,734881840,1,776,3,63,,,1,467,Paraventricular hypothalamic nucleus descending division,777,,/997/8/343/1129/1097/467/63/,3500188330,8690
777,PVHdp,903,FF4C3E,7,FALSE,734881840,1,777,3,439,,,1,63,Paraventricular hypothalamic nucleus descending division dorsal parvicellular part,778,,/997/8/343/1129/1097/467/63/439/,1456917687,8690
778,PVHf,904,FF4C3E,7,FALSE,734881840,1,778,3,447,,,1,63,Paraventricular hypothalamic nucleus descending division forniceal part,779,,/997/8/343/1129/1097/467/63/447/,2729434072,8690
779,PVHlp,905,FF4C3E,7,FALSE,734881840,1,779,3,455,,,1,63,Paraventricular hypothalamic nucleus descending division lateral parvicellular part,780,,/997/8/343/1129/1097/467/63/455/,2133121895,8690
780,PVHmpv,906,FF4C3E,7,FALSE,734881840,1,780,3,464,,,1,63,Paraventricular hypothalamic nucleus descending division medial parvicellular part ventral zone,781,,/997/8/343/1129/1097/467/63/464/,3253784525,8690
781,VMH,369,FF4C3E,6,FALSE,734881840,1,781,3,693,,,1,467,Ventromedial hypothalamic nucleus,782,,/997/8/343/1129/1097/467/693/,313760851,8690
782,VMHa,802,FF4C3E,7,FALSE,734881840,1,782,3,761,,,1,693,Ventromedial hypothalamic nucleus anterior part,783,,/997/8/343/1129/1097/467/693/761/,3570676002,8690
783,VMHc,803,FF4C3E,7,FALSE,734881840,1,783,3,769,,,1,693,Ventromedial hypothalamic nucleus central part,784,,/997/8/343/1129/1097/467/693/769/,2374724825,8690
784,VMHdm,804,FF4C3E,7,FALSE,734881840,1,784,3,777,,,1,693,Ventromedial hypothalamic nucleus dorsomedial part,785,,/997/8/343/1129/1097/467/693/777/,3277783810,8690
785,VMHvl,805,FF4C3E,7,FALSE,734881840,1,785,3,785,,,1,693,Ventromedial hypothalamic nucleus ventrolateral part,786,,/997/8/343/1129/1097/467/693/785/,2610967905,8690
786,PH,259,FF4C3E,6,FALSE,734881840,1,786,3,946,,,1,467,Posterior hypothalamic nucleus,787,,/997/8/343/1129/1097/467/946/,303854195,8690
787,LZ,177,F2483B,5,FALSE,734881840,1,787,3,290,,,1,1097,Hypothalamic lateral zone,788,,/997/8/343/1129/1097/290/,3347032583,8690
788,LHA,165,F2483B,6,FALSE,734881840,1,788,3,194,,,1,290,Lateral hypothalamic area,789,,/997/8/343/1129/1097/290/194/,1636673296,8690
